rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,129850,2,1,6,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c1) | IGETUNLINK_REG_REG(r4,r3) | ICOPY_REG_REG(r5,r4)","r1=R11;r2=R23;r3=R7;c1=int:2;r4=R1;r5=R8","benchmark_awfy_richards_opt",2841
292,3,3,1,6,candidate,"UNLINKN_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | SETATTRS_REG_INT(r2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3)","r1=R4;r2=R3;r3=R6;c1=int:24;c2=int:6;c3=int:1","benchmark_awfy_richards_opt",363
293,3,1,1,10,candidate,"UNLINKN_REG_REG(r1,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c1,c2,r4,r5,c3) | ISETUNLINKN_REG_REG_REG(r4,r6,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c4,c2,r4,r5,c3)","r1=R7;r2=R8;r3=R12;c1=int:24;c2=int:6;r4=R10;r5=R13;c3=int:1;r6=R14;c4=int:20","benchmark_awfy_richards_opt",1840
294,3,1,1,7,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r1,r5,c2) | RET_REG(r1)","r1=R7;r2=R4;r3=R6;c1=int:0;r4=R5;r5=R9;c2=int:9","benchmark_awfy_richards_opt",2078
295,3,3,1,6,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r2,c2) | LINKATTR1_REG_REG_INT(r4,r2,c1)","r1=R13;r2=R19;c1=int:9;r3=R12;c2=int:17;r4=R17","benchmark_awfy_richards_opt",654
296,2,2,1,6,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r4,r3,c1) | SETATTRS_REG_INT(r4,c2)","r1=R55;r2=R19;r3=R22;r4=R17;c1=int:21;c2=int:6","benchmark_awfy_richards_opt",826
297,2,2,1,9,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | SETATTRS_REG_INT(r3,c3) | ISETATTR1_REG_INT_REG(r3,c4,r5)","r1=R13;r2=R21;c1=int:1000;r3=R17;r4=R22;c2=int:20;c3=int:6;c4=int:2;r5=R18","benchmark_awfy_richards_opt",864
298,2,2,1,8,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LOAD_REG_INT(r3,c2) | ISETATTR1_REG_INT_REG(r4,c3,r3) | COPY_REG_REG(r5,r4)","r1=R24;r2=R21;c1=int:0;r3=R17;c2=int:1;r4=R22;c3=int:22;r5=R55","benchmark_awfy_richards_opt",925
299,2,2,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1) | COPY_REG_REG(r4,r3) | LINKATTR1_REG_REG_INT(r5,r4,c2)","r1=R6;c1=int:22;r2=R3;r3=R55;r4=R11;r5=R12;c2=int:9","benchmark_awfy_richards_opt",449
300,2,2,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c2) | SETATTRS_REG_INT(r1,c3)","r1=R17;c1=int:2;r2=R18;r3=R22;c2=int:23;c3=int:6","benchmark_awfy_richards_opt",876
301,2,2,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r1,c2,r2) | LOAD_REG_INT(r2,c3) | ISETATTR1_REG_INT_REG(r4,c4,r2)","r1=R21;r2=R17;c1=int:2;r3=R24;c2=int:0;c3=int:1;r4=R22;c4=int:22","benchmark_awfy_richards_opt",921
302,2,2,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | INE_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | BRF_ID_REG(c3,r3)","r1=R51;r2=R55;c1=int:18;r3=R50;c2=int:23246;c3=label@1778","benchmark_awfy_richards_opt",1763
303,2,2,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | ISETATTR1_REG_INT_REG(r1,c3,r3) | UNLINK_REG(r1)","r1=R17;r2=R22;c1=int:20;c2=int:6;c3=int:2;r3=R18","benchmark_awfy_richards_opt",869
304,2,2,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r2) | COPY_REG_REG(r4,r3)","r1=R3;c1=int:0;r2=R6;c2=int:22;r3=R55;r4=R11","benchmark_awfy_richards_opt",446
305,2,2,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c1)","r1=R48;c1=int:0;r2=R49;r3=R50;c2=int:1;r4=R51","benchmark_awfy_richards_opt",1700
306,2,2,1,11,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r3,c3,r4,c4,r5) | CALL_REG_FUNC_REG(r6,c5,r3)","r1=R50;c1=int:1;r2=R51;c2=int:0;r3=R44;c3=int:7;r4=R55;c4=int:256;r5=R45;r6=R52;c5=func@54488","benchmark_awfy_richards_opt",1706
307,2,2,1,10,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r4,c3,r5,c4,r6)","r1=R49;c1=int:0;r2=R50;c2=int:1;r3=R51;r4=R44;c3=int:7;r5=R55;c4=int:256;r6=R45","benchmark_awfy_richards_opt",1703
308,2,2,1,8,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | CALL4_REG_FUNC_REG_REG_REG_REG(r4,c4,r3,r4,r1,r2)","r1=R47;c1=int:5;r2=R48;c2=int:0;r3=R55;c3=int:256;r4=R2;c4=func@52288","benchmark_awfy_richards_opt",1629
309,2,2,1,6,candidate,"SETATTRS_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r1,c2,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c3)","r1=R17;c1=int:6;c2=int:2;r2=R18;r3=R22;c3=int:23","benchmark_awfy_richards_opt",873
310,2,2,1,7,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r2,c3,r1) | LOAD_REG_INT(r1,c4)","r1=R17;c1=int:6;r2=R21;c2=int:2;r3=R24;c3=int:0;c4=int:1","benchmark_awfy_richards_opt",918
311,2,2,1,6,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3)","r1=R17;r2=R22;c1=int:23;c2=int:6;r3=R21;c3=int:2","benchmark_awfy_richards_opt",880
312,1,1,1,4,candidate,"APPEND_REG_REG(r1,r2) | SAY_REG(r1) | SAY_STRING(c1) | RET_INT(c2)","r1=R12;r2=R1;c1=string@17120;c2=int:0","benchmark_awfy_richards_opt",245
313,1,1,1,4,candidate,"APPEND_REG_REG(r1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r3) | APPEND_REG_REG(r1,r3)","r1=R12;r2=R2;c1=string@16704;r3=R1","benchmark_awfy_richards_opt",236
314,1,1,1,6,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | COPY_REG_REG(r2,r1) | LINKATTR1_REG_REG_INT(r3,r2,c3)","r1=R55;c1=int:18;c2=int:1;r2=R6;r3=R3;c3=int:21","benchmark_awfy_richards_opt",336
315,1,1,1,6,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c3) | ISETATTR1_REG_INT_REG(r1,c4,r2)","r1=R14;c1=int:18;c2=int:1;r2=R2;c3=int:22;c4=int:2","benchmark_awfy_richards_opt",6733
316,1,1,1,8,candidate,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2) | IADD_REG_REG_INT(r5,r4,c3)","c1=label@3347;r1=R9;r2=R19;r3=R17;r4=R8;c2=int:6;r5=R7;c3=int:1","benchmark_awfy_richards_opt",3271
317,1,1,1,6,candidate,"BRF_ID_REG(c1,r1) | MINLINKATTR1_REG_REG_INT(r2,r3,c2) | STOI_REG(r2) | IGETUNLINK_REG_REG(r4,r2)","c1=label@39;r1=R5;r2=R6;r3=R0;c2=int:1;r4=R3","benchmark_awfy_richards_opt",27
318,1,1,1,7,candidate,"BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r2,c2) | SETOBJTYPE_REG_STRING(r2,c3) | LOAD_REG_INT(r3,c4)","c1=label@222;r1=R7;r2=R8;c2=int:28;c3=string@8;r3=R10;c4=int:-1","benchmark_awfy_richards_opt",71
319,1,1,1,5,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2) | ITOS_REG(r3) | APPEND_REG_REG(r1,r3)","r1=R12;c1=string@16264;r2=R3;c2=string@16416;r3=R2","benchmark_awfy_richards_opt",226
320,1,1,1,7,candidate,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_INT(r5,c1)","r1=R55;r2=R41;r3=R46;c1=int:0;r4=R47;c2=int:5;r5=R48","benchmark_awfy_richards_opt",1607
321,1,1,1,4,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2) | BTOI_REG(r3) | IEQ_REG_REG_INT(r2,r3,c1)","r1=R1;r2=R10;r3=R5;c1=int:0","benchmark_awfy_richards_opt",173
322,1,1,1,5,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | COPY_REG_REG(r4,r2)","r1=R2;r2=R10;r3=R4;c1=int:6;r4=R1","benchmark_awfy_richards_opt",164
323,1,1,1,5,candidate,"ENDLIFE_REG(r1) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c1,r2) | SCONCAT_REG_REG_STRING(r3,r3,c2)","r1=R4;r2=R3;r3=R12;c1=string@16264;c2=string@16416","benchmark_awfy_richards_opt",222
324,1,1,1,6,candidate,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r1,r1,c2) | BRF_ID_REG(c3,r1) | MINLINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R5;r2=R0;c1=int:0;c2=int:1;c3=label@39;r3=R6","benchmark_awfy_richards_opt",19
325,1,1,1,6,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | COPY_REG_REG(r3,r4)","r1=R9;r2=R10;c1=int:0;c2=label@3347;r3=R19;r4=R17","benchmark_awfy_richards_opt",3265
326,1,1,1,5,candidate,"IGTE_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | MINLINKATTR1_REG_REG_INT(r2,r3,c1) | STOI_REG(r2)","r1=R5;c1=int:1;c2=label@39;r2=R6;r3=R0","benchmark_awfy_richards_opt",23
327,1,1,1,7,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r4,c2) | SETOBJTYPE_REG_STRING(r4,c3)","r1=R7;r2=R6;r3=R3;c1=label@222;r4=R8;c2=int:28;c3=string@8","benchmark_awfy_richards_opt",67
328,1,1,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LOAD_REG_INT(r3,c1) | ISETATTR1_REG_INT_REG(r4,c2,r3) | COPY_REG_REG(r5,r4)","r1=R9;r2=R4;c1=int:0;r3=R3;r4=R6;c2=int:22;r5=R55","benchmark_awfy_richards_opt",441
329,1,1,1,8,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R41;c1=int:22;r2=R36;r3=R55;r4=R46;c2=int:0;r5=R47;c3=int:5","benchmark_awfy_richards_opt",1603
330,1,1,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1) | SETTP_REG_INT(r3,c2) | CALL1_REG_FUNC_REG(r4,c3,r3)","r1=R8;c1=int:26;r2=R9;r3=R4;c2=int:256;r4=R5;c3=func@12088","benchmark_awfy_richards_opt",146
331,1,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | COPY_REG_REG(r3,r1)","r1=R8;c1=int:27;r2=R9;c2=int:0;c3=int:26;r3=R4","benchmark_awfy_richards_opt",139
332,1,1,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2) | ISETATTR1_REG_INT_REG(r1,c3,r3) | LOAD_REG_INT(r3,c4)","r1=R8;c1=int:22;r2=R10;r3=R9;c2=int:-1;c3=int:2;c4=int:0","benchmark_awfy_richards_opt",83
333,1,1,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r1,c1) | IGTE_REG_REG_INT(r3,r2,c2)","r1=R14;c1=int:2;r2=R2;r3=R1;c2=int:0","benchmark_awfy_richards_opt",6743
334,1,1,1,3,candidate,"ITOS_REG(r1) | APPEND_REG_REG(r2,r1) | SAY_REG(r2) | SAY_STRING(c1)","r1=R1;r2=R12;c1=string@17120","benchmark_awfy_richards_opt",243
335,1,1,1,4,candidate,"ITOS_REG(r1) | APPEND_REG_REG(r2,r1) | SCONCAT_REG_REG_STRING(r2,r2,c1) | ITOS_REG(r3)","r1=R2;r2=R12;c1=string@16704;r3=R1","benchmark_awfy_richards_opt",234
336,1,1,1,5,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | SCONCAT_REG_REG_STRING(r2,r2,c2) | ITOS_REG(r3)","r1=R3;r2=R12;c1=string@16264;c2=string@16416;r3=R2","benchmark_awfy_richards_opt",224
337,1,1,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1) | BTOI_REG(r4)","r1=R10;r2=R4;c1=int:6;r3=R1;r4=R5","benchmark_awfy_richards_opt",169
338,1,1,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c2)","r1=R10;r2=R4;c1=int:18;r3=R2;c2=int:6","benchmark_awfy_richards_opt",160
339,1,1,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r1,c2,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r4,c3,r2)","r1=R4;r2=R3;c1=int:1;r3=R9;c2=int:0;r4=R6;c3=int:22","benchmark_awfy_richards_opt",437
340,1,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c2)","r1=R2;r2=R14;c1=int:22;c2=int:2","benchmark_awfy_richards_opt",6739
341,1,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGTE_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c3,r2)","r1=R3;c1=int:1;r2=R5;r3=R0;c2=int:0;c3=label@39","benchmark_awfy_richards_opt",16
342,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r1,r3) | BRT_ID_REG(c2,r2) | SETATTRS_REG_INT(r4,c3)","r1=R6;c1=int:1;r2=R7;r3=R3;c2=label@222;r4=R8;c3=int:28","benchmark_awfy_richards_opt",64
343,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r2) | LOAD_REG_INT(r4,c3)","r1=R36;c1=int:2;r2=R41;c2=int:22;r3=R55;r4=R46;c3=int:0","benchmark_awfy_richards_opt",1600
344,1,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r2) | SETTP_REG_INT(r3,c3)","r1=R9;c1=int:0;r2=R8;c2=int:26;r3=R4;c3=int:256","benchmark_awfy_richards_opt",143
345,1,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r3,c1) | ISETATTR1_REG_INT_REG(r2,c3,r3)","r1=R10;c1=int:-1;r2=R8;c2=int:22;r3=R9;c3=int:2","benchmark_awfy_richards_opt",80
346,1,1,1,11,candidate,"LOAD_REG_INT(r1,c1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r2,c2,r3,c3,r4) | SWAP_REG_REG(r5,r6) | CALL_REG_FUNC_REG(r7,c4,r2)","r1=R51;c1=int:0;r2=R44;c2=int:7;r3=R55;c3=int:256;r4=R45;r5=R48;r6=R2;r7=R40;c4=func@54488","benchmark_awfy_richards_opt",1673
347,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | IGT_REG_REG_REG(r4,r3,r5)","r1=R2;c1=int:0;r2=R1;r3=R6;c2=int:1;r4=R7;r5=R3","benchmark_awfy_richards_opt",58
348,1,1,1,10,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r4,c3,r5,c4,r6)","r1=R49;c1=int:1;r2=R50;r3=R51;c2=int:0;r4=R44;c3=int:7;r5=R55;c4=int:256;r6=R45","benchmark_awfy_richards_opt",1667
349,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r2,r4) | BRT_ID_REG(c3,r3)","r1=R1;c1=int:0;r2=R6;c2=int:1;r3=R7;r4=R3;c3=label@222","benchmark_awfy_richards_opt",61
350,1,1,1,11,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r3,c3,r4,c4,r5) | SWAP_REG_REG(r6,r7)","r1=R50;c1=int:1;r2=R51;c2=int:0;r3=R44;c3=int:7;r4=R55;c4=int:256;r5=R45;r6=R48;r7=R2","benchmark_awfy_richards_opt",1670
351,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c3)","r1=R46;c1=int:0;r2=R47;c2=int:5;r3=R48;r4=R55;c3=int:256","benchmark_awfy_richards_opt",1610
352,1,1,1,9,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | CALL4_REG_FUNC_REG_REG_REG_REG(r4,c4,r3,r5,r1,r2)","r1=R47;c1=int:5;r2=R48;c2=int:0;r3=R55;c3=int:256;r4=R2;c4=func@52288;r5=R46","benchmark_awfy_richards_opt",1613
353,1,1,1,4,candidate,"MINLINKATTR1_REG_REG_INT(r1,r2,c1) | STOI_REG(r1) | IGETUNLINK_REG_REG(r3,r1) | ILT_REG_REG_INT(r1,r3,c1)","r1=R6;r2=R0;c1=int:1;r3=R3","benchmark_awfy_richards_opt",30
354,1,1,1,7,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4) | COPY_REG_REG(r2,r1) | BR_ID(c5)","c1=int:18;c2=int:1;c3=label@13;r1=R14;c4=int:512;r2=R0;c5=label@16","benchmark_awfy_richards_opt",0
355,1,1,1,7,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c3) | SETATTRS_REG_INT(r3,c4)","c1=int:18;c2=int:1;r1=R6;r2=R55;r3=R3;c3=int:21;c4=int:6","benchmark_awfy_richards_opt",338
356,1,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3) | ISETATTR1_REG_INT_REG(r2,c4,r1) | UNLINK_REG(r1)","c1=int:18;c2=int:1;r1=R2;r2=R14;c3=int:22;c4=int:2","benchmark_awfy_richards_opt",6735
357,1,1,1,3,candidate,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2) | APPEND_REG_REG(r1,r2) | SAY_REG(r1)","r1=R12;c1=string@16704;r2=R1","benchmark_awfy_richards_opt",239
358,1,1,1,4,candidate,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2) | APPEND_REG_REG(r1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2)","r1=R12;c1=string@16416;r2=R2;c2=string@16704","benchmark_awfy_richards_opt",230
359,1,1,1,6,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r2,c3,r1) | LOAD_REG_INT(r1,c3)","r1=R3;c1=int:6;r2=R4;c2=int:1;r3=R9;c3=int:0","benchmark_awfy_richards_opt",434
360,1,1,1,6,candidate,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | LOAD_REG_INT(r2,c3) | ISETATTR1_REG_INT_REG(r1,c4,r2)","r1=R8;c1=int:28;c2=string@8;r2=R10;c3=int:-1;c4=int:22","benchmark_awfy_richards_opt",74
361,1,1,1,6,candidate,"SETOBJTYPE_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | LOAD_REG_INT(r3,c2)","r1=R8;c1=string@8;r2=R10;c2=int:-1;c3=int:22;r3=R9","benchmark_awfy_richards_opt",77
362,1,1,1,4,candidate,"STOI_REG(r1) | IGETUNLINK_REG_REG(r2,r1) | ILT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R6;r2=R3;c1=int:1;c2=label@58","benchmark_awfy_richards_opt",34
363,1,1,1,9,candidate,"SWAPN_REG_REG_REG_REG(r1,r2,r3,r4) | LOAD_REG_INT(r5,c1) | LOAD_REG_INT(r6,c2) | LOAD_REG_INT(r4,c3)","r1=R55;r2=R45;r3=R2;r4=R48;r5=R46;c1=int:4;r6=R47;c2=int:4000;c3=int:0","benchmark_awfy_richards_opt",1689
364,1,1,1,8,candidate,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R55;r2=R45;r3=R46;c1=int:5;r4=R47;c2=int:5000;r5=R48;c3=int:0","benchmark_awfy_richards_opt",1722
365,1,1,1,7,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r3,c2)","r1=R10;c1=label@3347;r2=R9;r3=R19;r4=R17;r5=R8;c2=int:6","benchmark_awfy_richards_opt",3269
366,1,1,1,4,candidate,"UNLINK_REG(r1) | BTOI_REG(r2) | IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R10;r2=R5;c1=int:0;c2=label@219","benchmark_awfy_richards_opt",176
367,1,1,1,4,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1)","r1=R10;r2=R4;c1=int:6;r3=R1","benchmark_awfy_richards_opt",167
368,1,1,1,5,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R2;r2=R14;c1=int:2;r3=R1;c2=int:0","benchmark_awfy_richards_opt",6747
